node,lan,text
Q64514027,en,Swimming at the 2020 Summer Olympics – Men's 50 metre freestyle
Q98818425,en,2020 Generali Open Kitzbühel
Q5710817,en,Helén murder
Q1504623,en,Stockholm Exhibition (1930)
Q499768,en,Battle of Helgeå
Q1777033,en,2006 NHL Entry Draft
Q1510106,en,2011 NHL Entry Draft
Q7050689,en,Nordic Exhibition of 1888
Q3628700,en,Athletics at the 1988 Summer Olympics – Men's 20 kilometres walk
Q3628701,en,Athletics at the 1988 Summer Olympics – Men's 50 kilometres walk
Q1408913,en,Athletics at the 1992 Summer Olympics – Men's 20 kilometres walk
Q1408888,en,Athletics at the 1992 Summer Olympics – Men's 50 kilometres walk
Q60213024,en,2021 World Junior Ice Hockey Championships
Q47091432,en,2020 World Junior Ice Hockey Championships
Q10497077,en,Scandinavian Airlines System Flight 130
Q2043711,en,Battle of Tampere
Q55683520,en,Swedish famine of 1867–1869
Q1960925,en,2013 NHL Entry Draft
Q62020033,en,Rowing at the 2020 Summer Olympics – Women's single sculls
Q2446816,en,Sveaborg rebellion
Q1774014,en,1990 NHL Entry Draft
Q2600543,en,Battle of Pyhäjoki
Q41703012,en,2017 Stockholm Open
Q10677138,en,Umeå city fire
Q727687,en,Swimming at the 2004 Summer Olympics – Men's 100 metre freestyle
Q3879583,en,Swimming at the 2004 Summer Olympics – Men's 4 × 200 metre freestyle relay
Q3879581,en,Swimming at the 2004 Summer Olympics – Men's 4 × 100 metre freestyle relay
Q2092033,en,Conquest of Mecca
Q28565695,en,2017 Women's World Floorball Championships
Q60055784,en,2019 Women's World Floorball Championships
Q40888538,en,Medo-Babylonian conquest of the Assyrian Empire
Q4087439,en,Battle of Langside
Q4580894,en,Battle of Brännkyrka
Q3434218,en,Costa Rican Civil War
Q82962899,en,2021 World Orienteering Championships
Q2294700,en,Seventh Tour of a Seventh Tour
Q1960916,en,1995 NHL Entry Draft
Q1493690,en,1997 NHL Entry Draft
Q815229,en,Siege of Viborg (1710)
Q4586309,en,1990 Strangeways Prison riot
Q100791760,en,2020–2021 women's strike protests in Poland
Q1094155,en,Wedding of Prince Charles and Lady Diana Spencer
Q3656504,en,Battle of Västerås
Q4574780,en,Sture murders
Q3480181,en,Linköping Bloodbath
Q1267717,en,Battle of Langnes
Q960168,en,Bob Dylan and the Band 1974 Tour
Q2671292,en,Surrender at Perevolochna
Q2815407,en,Siege of Fredriksten
Q1638031,en,Battle of Brunkeberg
Q10551743,en,Käpplinge murders
Q19885731,en,Wedding of Gustav II Adolf and Maria Eleonora
Q370963,en,Russo-Swedish War (1554–1557)
Q16950132,en,Balloonfest '86
Q1606958,en,Battle of Bogesund
Q1408876,en,Athletics at the 1992 Summer Olympics – Men's 110 metres hurdles
Q656839,en,FIS Alpine World Ski Championships 1934
Q2578587,en,Finland during the Great Northern War
Q1317191,en,2011 World Junior Ice Hockey Championships
Q939211,en,Battle of Brávellir
Q481236,en,Carolean Death March
Q2299590,en,Dynasty Tour
Q4765017,en,Animalize World Tour
Q1529991,en,Psycho Circus World Tour
Q2304419,en,Kiss Farewell Tour
Q427513,en,Rising of the North
Q3424817,en,Battle of Hörnefors
Q3427997,en,Battle of Ratan
Q7290177,en,Ramsele witch trial
Q10680712,en,General Industrial Exposition of Stockholm (1866)
Q1245157,en,Battle of Loos
Q1678340,en,Battle of Cable Street
Q1071644,en,Chiapas conflict
Q4571496,en,1964 Brazilian coup d'état
Q2337340,en,Cenepa War
Q1312225,en,Getå railroad disaster
Q329154,en,Degenerate Art Exhibition
Q1584586,en,Battle of Jüterbog
Q2600584,en,Battle of Lapua
Q2063447,en,Battle of Lode
Q4872085,en,Battle of Porrassalmi
Q3362859,en,Battle of Kauhajoki
Q2888779,en,Battle of Halmstad
Q694068,en,Battle of Fraustadt
Q16253643,en,Battle of Grodno (1708)
Q138025,en,Siege of Veprik
Q3791537,en,Attack on Marstrand
Q3353388,en,Battle of Niså
Q2069434,en,1974 Cypriot coup d'état
Q562324,en,Battle of Poznań (1704)
Q481334,en,Battle of Warsaw (1705)
Q481518,en,Battle of Rauge
Q633067,en,Siege of Nöteborg (1702)
Q1153384,en,Battle of Grodno (1706)
Q554447,en,Battle of Kalisz
Q554462,en,Battle of Malatitze
Q46003,en,Battle of Rajovka
Q638374,en,Battle of Pälkäne
Q1446460,en,Battle of Køge Bay (1710)
Q1780316,en,Battle of Fehmarn (1715)
Q1844815,en,Battle of Dynekilen
Q2377625,en,Battle of Strömstad
Q3500708,en,Battle of Stäket
Q3403123,en,Royal Charter Storm
Q2664985,en,Battle of Fýrisvellir
Q2441292,en,Mäntsälä rebellion
Q653487,en,Battle of Werben
Q7837154,en,Treaty of Montgomery
Q1270350,en,Danish state bankruptcy of 1813
Q4551791,en,1679 Armenia earthquake
Q4110457,en,Capture of Erivan
Q954923,en,Battle of Zhongdu
Q3652556,en,2012 Canoe Sprint European Championships
Q1430838,en,2005 ICF Canoe Sprint World Championships
Q10577221,en,Great Stockholm Fire of 1759
Q1642705,en,Helix (roller coaster)
Q450355,en,Polish population transfers (1944–1946)
Q4993063,en,2010 Copenhagen terror plot
Q18702206,en,50th Guldbagge Awards
Q620947,en,Battle of Hummelshof
Q3744498,en,Tartu offensive
Q937755,en,EuroBasket Women 1999
Q2368479,en,"Wedding of Victoria, Crown Princess of Sweden, and Daniel Westling"
Q169602,en,Battle of Jakobstadt
Q15848328,en,Battle of Petschora
Q13420119,en,Wedding of Princess Madeleine and Christopher O'Neill
Q5153362,en,Melodifestivalen 1985
Q5153322,en,Melodifestivalen 2001
Q60727566,en,Aachen Treaty
Q1569816,en,Swedish slave trade
Q16889931,en,Brussels Anti-Slavery Conference 1889–90
Q10632027,en,Pintorpafrun
Q1781457,en,Guinea-Bissau Civil War
Q4562866,en,1931 Nicaragua earthquake
Q11958109,en,Storming of Kristianopel
Q656190,en,Battle of Hemmingstedt
Q10423630,en,War of Deposition against King Hans
Q17090000,en,Melodifestivalen 1974
Q3363513,en,Battle of Nykarleby
Q2599254,en,Battle of Alavus
Q3439893,en,Battle of Ruona–Salmi
Q10428879,en,1971 Yugoslav Embassy shooting
Q666414,en,Western Allied invasion of Germany
Q21018731,en,March Unrest
Q694122,en,Battle of Napue
Q327237,en,Kivu conflict
Q1359846,en,Franco-Siamese War
Q1192398,en,Musket Wars
Q690861,en,Treaty of Teusina
Q626762,en,Battle of Pułtusk (1703)
Q445710,en,Battle of Kletsk (1706)
Q2096286,en,Theatre War
Q2495510,en,Battle of Reval
Q4238502,en,Battle of Kronstadt
Q2600573,en,Siege of Sveaborg
Q4871686,en,Battle of Marstrand
Q49460174,en,Siege of Kalmar
Q10510501,en,46th Guldbagge Awards
Q3178811,en,Tumult of Aranjuez
Q13419271,en,2013 Bilderberg Conference
Q1222712,en,Alpine skiing at the 1992 Winter Olympics – Women's giant slalom
Q3500262,en,Aunus expedition
Q3504710,en,Viena expedition
Q28545644,en,1922 Women's Olympiad
Q775045,en,Copenhagen Fire of 1728
Q3352530,en,Copenhagen Fire of 1795
Q16259765,en,Battle of Mobekk
Q18758206,en,2015 Burundian presidential election
Q16471,en,Invasion of Normandy
Q2383436,en,Caspian expeditions of the Rus'
Q1158270,en,Damascus affair
Q307083,en,2001 British Grand Prix
Q171374,en,Treaty of Shackamaxon
Q964544,en,Siege of Warsaw (1656)
Q10681754,en,Battle of Vilppula
Q10671336,en,Battle of Länkipohja
Q27839492,en,Battle of Rautu (1918)
Q4411911,en,Battle of Viipuri
Q28545324,en,2018 Bandy World Championship
Q970890,en,Siege of Stralsund (1807)
Q6444590,en,Kungälv school shooting
Q2619651,en,Asbestos-ceramic
Q649567,en,Battle of Poniec
Q3433057,en,Tuve landslide
Q1533594,en,Operation Stösser
Q6514328,en,1905 Norwegian monarchy referendum
Q10681145,en,World Conference of Life and Work
Q4871509,en,Battle of Kłecko
Q2615524,en,Battle of Nowy Dwór Mazowiecki
Q638601,en,Skirmish at Bender
Q7510519,en,Siege of Wolmar
Q789993,en,Bandy at the 1952 Winter Olympics
Q806388,en,1957 Bandy World Championship
Q836124,en,Soviet evacuation of Tallinn
Q695680,en,Battle of Náchod
Q4871170,en,Battle of Górzno
Q9172660,en,Battle of Vilnius (1702)
Q721676,en,Battle of Warka
Q4920638,en,Black Death in England
Q1139615,en,Qibya massacre
Q274489,en,Yngsjö murder
Q4850939,en,Years of Lead (Italy)
Q3116400,en,War-responsibility trials in Finland
Q155302,en,Battle of Loigny–Poupry
Q224219,en,2003 America's Cup
Q486866,en,Operation Linebacker II
Q760020,en,1970 Polish protests
Q1314469,en,1995 IIHF European Women Championships
Q15846028,en,Battle of Praga (1705)
Q2888498,en,Battle of Møn
Q3443265,en,Rough Wooing
Q6762017,en,Marian civil war
Q708321,en,Berlin Crisis of 1961
Q2662861,en,Death of Edgar Allan Poe
Q667036,en,FIS Alpine World Ski Championships 1931
Q4111833,en,Battle of Osijek
Q707678,en,Anglo-German Naval Agreement
Q638761,en,Ardeatine massacre
Q19978418,en,2015 Svenska Supercupen
Q113849,en,2001 NHL Entry Draft
Q19885729,en,Equestrian at the 1984 Summer Olympics – Individual dressage
Q59471659,en,54th Guldbagge Awards
Q1579090,en,2010 Burundian presidential election
Q9176462,en,Boxing at the 1980 Summer Olympics – Bantamweight
Q3628642,en,"Athletics at the 1980 Summer Olympics – Men's 10,000 metres"
Q3628660,en,Athletics at the 1980 Summer Olympics – Men's marathon
Q3628662,en,Athletics at the 1980 Summer Olympics – Men's 20 kilometres walk
Q3628664,en,Athletics at the 1980 Summer Olympics – Men's 50 kilometres walk
Q10572460,en,Boxing at the 1980 Summer Olympics – Lightweight
Q10572437,en,Boxing at the 1980 Summer Olympics – Light welterweight
Q5198371,en,Cycling at the 1980 Summer Olympics – Men's individual road race
Q2743380,en,Athletics at the 1980 Summer Olympics – Men's 100 metres
Q3628648,en,Athletics at the 1980 Summer Olympics – Men's 200 metres
Q3628653,en,Athletics at the 1980 Summer Olympics – Men's 400 metres
Q3628645,en,Athletics at the 1980 Summer Olympics – Men's 110 metres hurdles
Q3628672,en,Athletics at the 1980 Summer Olympics – Men's 4 × 100 metres relay
Q3628668,en,Athletics at the 1980 Summer Olympics – Men's high jump
Q3628669,en,Athletics at the 1980 Summer Olympics – Men's long jump
Q3628670,en,Athletics at the 1980 Summer Olympics – Men's triple jump
Q541732,en,Athletics at the 1980 Summer Olympics – Men's discus throw
Q3628661,en,Athletics at the 1980 Summer Olympics – Men's hammer throw
Q3628659,en,Athletics at the 1980 Summer Olympics – Women's shot put
Q3628675,en,Athletics at the 1980 Summer Olympics – Women's javelin throw
Q10522565,en,Cycling at the 1980 Summer Olympics – Men's team time trial
Q10522581,en,Cycling at the 1980 Summer Olympics – Men's sprint
Q5198372,en,Cycling at the 1980 Summer Olympics – Men's individual pursuit
Q10522560,en,Cycling at the 1980 Summer Olympics – Men's team pursuit
Q3628656,en,Athletics at the 1980 Summer Olympics – Men's 800 metres
Q3628674,en,Athletics at the 1980 Summer Olympics – Men's 4 × 400 metres relay
Q949918,en,Athletics at the 1980 Summer Olympics – Men's decathlon
Q3628643,en,Athletics at the 1980 Summer Olympics – Women's 100 metres
Q3628655,en,Athletics at the 1980 Summer Olympics – Women's 800 metres
Q3628646,en,Athletics at the 1980 Summer Olympics – Women's 1500 metres
Q3628666,en,Athletics at the 1980 Summer Olympics – Women's high jump
Q3628654,en,Athletics at the 1980 Summer Olympics – Men's 5000 metres
Q18450852,en,Judo at the 1980 Summer Olympics – Men's 60 kg
Q7400282,en,Sailing at the 1980 Summer Olympics – Finn
Q7400281,en,Sailing at the 1980 Summer Olympics – 470
Q2890945,en,Battle of Axtorna
Q3628658,en,Athletics at the 1980 Summer Olympics – Men's shot put
Q3628651,en,Athletics at the 1980 Summer Olympics – Men's 400 metres hurdles
Q3628663,en,Athletics at the 1980 Summer Olympics – Men's pole vault
Q3628649,en,Athletics at the 1980 Summer Olympics – Women's 200 metres
Q3492090,en,Athletics at the 1980 Summer Olympics – Women's 400 metres
Q4059151,en,Rowing at the 1980 Summer Olympics – Men's coxless pair
Q7400284,en,Sailing at the 1980 Summer Olympics – Flying Dutchman
Q10719572,en,Boxing at the 1980 Summer Olympics – Welterweight
Q10572430,en,Boxing at the 1980 Summer Olympics – Light heavyweight
Q3628676,en,Athletics at the 1980 Summer Olympics – Men's javelin throw
Q3628667,en,Athletics at the 1980 Summer Olympics – Women's long jump
Q3628665,en,Athletics at the 1980 Summer Olympics – Women's pentathlon
Q3628650,en,Athletics at the 1980 Summer Olympics – Men's 3000 metres steeplechase
Q4059154,en,Rowing at the 1980 Summer Olympics – Men's single sculls
Q4059150,en,Rowing at the 1980 Summer Olympics – Men's double sculls
Q4059153,en,Rowing at the 1980 Summer Olympics – Men's coxed pair
Q4059155,en,Rowing at the 1980 Summer Olympics – Men's coxless four
Q22341267,en,Rowing at the 1980 Summer Olympics – Men's coxed four
Q4059152,en,Rowing at the 1980 Summer Olympics – Men's eight
Q21014396,en,Rowing at the 1980 Summer Olympics – Women's single sculls
Q22073342,en,Rowing at the 1980 Summer Olympics – Women's double sculls
Q22341261,en,Rowing at the 1980 Summer Olympics – Women's coxed four
Q19922068,en,Rowing at the 1980 Summer Olympics – Women's eight
Q1854869,en,2003 NHL Entry Draft
Q5443122,en,Fencing at the 1980 Summer Olympics – Men's épée
Q5443120,en,Fencing at the 1980 Summer Olympics – Men's team épée
Q5443116,en,Fencing at the 1980 Summer Olympics – Men's sabre
Q5443119,en,Fencing at the 1980 Summer Olympics – Men's team sabre
Q7400286,en,Sailing at the 1980 Summer Olympics – Star
Q7400285,en,Sailing at the 1980 Summer Olympics – Tornado
Q7400283,en,Sailing at the 1980 Summer Olympics – Soling
Q1634160,en,2008 NHL Entry Draft
Q1464820,en,2010 NHL Entry Draft
Q1514996,en,2009 NHL Entry Draft
Q1337897,en,2012 NHL Entry Draft
Q1233986,en,Documenta11
Q2036383,en,Battle of Öland (1789)
Q1960919,en,1999 NHL Entry Draft
Q15293318,en,2014 Masters (snooker)
Q304461,en,1991 NHL Entry Draft
Q22061194,en,51st Guldbagge Awards
Q1854839,en,2007 NHL Entry Draft
Q7400288,en,Sailing at the 1984 Summer Olympics – Finn
Q1317123,en,2007 World Junior Ice Hockey Championships
Q2890742,en,Battle of Cap-Français (1793)
Q3628718,en,Athletics at the 1976 Summer Olympics – Men's 200 metres
Q3628740,en,Athletics at the 1976 Summer Olympics – Men's long jump
Q3628741,en,Athletics at the 1976 Summer Olympics – Women's long jump
Q3628736,en,Athletics at the 1976 Summer Olympics – Women's pentathlon
Q10426132,en,Wrestling at the 1976 Summer Olympics – Men's freestyle 57 kg
Q8037885,en,Wrestling at the 1976 Summer Olympics – Men's freestyle 82 kg
Q10572436,en,Boxing at the 1976 Summer Olympics – Light welterweight
Q10719571,en,Boxing at the 1976 Summer Olympics – Welterweight
Q7400276,en,Sailing at the 1976 Summer Olympics – Finn
Q7400275,en,Sailing at the 1976 Summer Olympics – 470
Q7400278,en,Sailing at the 1976 Summer Olympics – Soling
Q7400277,en,Sailing at the 1976 Summer Olympics – Flying Dutchman
Q10522563,en,Cycling at the 1976 Summer Olympics – Men's team time trial
Q5198368,en,Cycling at the 1976 Summer Olympics – Men's individual pursuit
Q5198369,en,Cycling at the 1976 Summer Olympics – Men's sprint
Q2470942,en,1975 World Snooker Championship
Q10572412,en,Boxing at the 1976 Summer Olympics – Light flyweight
Q10497004,en,Boxing at the 1976 Summer Olympics – Flyweight
Q5198370,en,Cycling at the 1976 Summer Olympics – Men's team pursuit
Q3628711,en,"Athletics at the 1976 Summer Olympics – Men's 10,000 metres"
Q3628734,en,Athletics at the 1976 Summer Olympics – Men's marathon
Q130425,en,Athletics at the 1976 Summer Olympics – Men's high jump
Q3628735,en,Athletics at the 1976 Summer Olympics – Men's 20 kilometres walk
Q8037880,en,Wrestling at the 1976 Summer Olympics – Men's freestyle 62 kg
Q3628854,en,Athletics at the 1972 Summer Olympics – Men's marathon
Q2334876,en,Athletics at the 1972 Summer Olympics – Men's 100 metres
Q4612000,en,2008 Svenska Supercupen
Q3628618,en,Athletics at the 1984 Summer Olympics – Men's 400 metres
Q3628620,en,Athletics at the 1984 Summer Olympics – Men's decathlon
Q3628608,en,Athletics at the 1984 Summer Olympics – Women's 100 metres
Q3628619,en,Athletics at the 1984 Summer Olympics – Men's 5000 metres
Q3628606,en,"Athletics at the 1984 Summer Olympics – Men's 10,000 metres"
Q3628627,en,Athletics at the 1984 Summer Olympics – Men's marathon
Q3628640,en,Athletics at the 1984 Summer Olympics – Women's javelin throw
Q3628622,en,Athletics at the 1984 Summer Olympics – Women's heptathlon
Q10572429,en,Boxing at the 1984 Summer Olympics – Light heavyweight
Q10706344,en,Boxing at the 1984 Summer Olympics – Heavyweight
Q3500069,en,Wrestling at the 1984 Summer Olympics – Men's freestyle 57 kg
Q3498657,en,Wrestling at the 1984 Summer Olympics – Men's freestyle 74 kg
Q3499052,en,Wrestling at the 1984 Summer Olympics – Men's freestyle 82 kg
Q3628634,en,Athletics at the 1984 Summer Olympics – Men's long jump
Q15729027,en,49th Guldbagge Awards
Q3628641,en,Athletics at the 1984 Summer Olympics – Men's javelin throw
Q3628613,en,Athletics at the 1984 Summer Olympics – Women's 3000 metres
Q1980681,en,Athletics at the 1984 Summer Olympics – Women's marathon
Q3628615,en,Athletics at the 1984 Summer Olympics – Women's 400 metres hurdles
Q18449949,en,Synchronized swimming at the 1984 Summer Olympics – Women's duet
Q3628614,en,Athletics at the 1984 Summer Olympics – Men's 3000 metres steeplechase
Q10581225,en,Boxing at the 1984 Summer Olympics – Middleweight
Q3628623,en,Athletics at the 1984 Summer Olympics – Men's shot put
Q3628609,en,Athletics at the 1984 Summer Olympics – Women's 1500 metres
Q3628624,en,Athletics at the 1984 Summer Olympics – Women's discus throw
Q3628632,en,Athletics at the 1984 Summer Olympics – Women's long jump
Q3628633,en,Athletics at the 1984 Summer Olympics – Women's high jump
Q10522591,en,Judo at the 1984 Summer Olympics – Men's +95 kg
Q7662161,en,Synchronized swimming at the 1984 Summer Olympics – Women's solo
Q10426125,en,Boxing at the 1984 Summer Olympics – Bantamweight
Q10572461,en,Boxing at the 1984 Summer Olympics – Lightweight
Q10572438,en,Boxing at the 1984 Summer Olympics – Light welterweight
Q10719574,en,Boxing at the 1984 Summer Olympics – Welterweight
Q10572422,en,Boxing at the 1984 Summer Olympics – Light middleweight
Q10684071,en,Boxing at the 1984 Summer Olympics – Super heavyweight
Q5198375,en,Cycling at the 1984 Summer Olympics – Men's points race
Q3628631,en,Athletics at the 1984 Summer Olympics – Men's high jump
Q3628635,en,Athletics at the 1984 Summer Olympics – Men's triple jump
Q3628628,en,Athletics at the 1984 Summer Olympics – Men's discus throw
Q3628626,en,Athletics at the 1984 Summer Olympics – Men's hammer throw
Q1444590,en,Athletics at the 1984 Summer Olympics – Men's 20 kilometres walk
Q3628625,en,Athletics at the 1984 Summer Olympics – Women's shot put
Q5443130,en,Fencing at the 1984 Summer Olympics – Men's team épée
Q5443134,en,Fencing at the 1984 Summer Olympics – Women's foil
Q10572414,en,Boxing at the 1984 Summer Olympics – Light flyweight
